logo_img,company_name,vessel_name,origin,destination,dep_time,arr_time,duration,trans,of20,of40
https://www.tradlinx.com/images/carrier/shipping_com_COA.gif,COSCO,XIN QING DAO 229N,Incheon,Hong Kong,2024.05.03 (Fri),2024.05.11 (Sat),8 days,Direct,,
https://www.tradlinx.com/images/carrier/shipping_com_KMD.gif,KMTC,STARSHIP DRACO 2406S,Incheon,Hong Kong,2024.05.04 (Sat),2024.05.16 (Thu),12 days,Direct,"$1,001.00",$202.00
https://www.tradlinx.com/images/carrier/shipping_com_SKR.gif,Sinokor,HEUNG-A AKITA 2408S,Incheon,Hong Kong,2024.05.04 (Sat),2024.05.07 (Tue),3 days,Direct,$111.00,$222.00
https://www.tradlinx.com/images/carrier/shipping_com_HAS.gif,HEUNG-A,HEUNG-A AKITA 2408S,Incheon,Hong Kong,2024.05.04 (Sat),2024.05.07 (Tue),3 days,Direct,$400.00,$700.00
https://www.tradlinx.com/images/carrier/shipping_com_HMM.gif,HMM,HEUNG-A AKITA 2408S,Incheon,Hong Kong,2024.05.04 (Sat),2024.05.08 (Wed),4 days,Direct,$46.00,$92.00
https://www.tradlinx.com/images/carrier/shipping_com_KMD.gif,KMTC,STAR FRONTIER 2408S,Incheon,Hong Kong,2024.05.05 (Sun),2024.05.09 (Thu),4 days,Direct,"$1,001.00",$202.00
https://www.tradlinx.com/images/carrier/shipping_com_PCS.gif,DongYoung,STAR FRONTIER NSFR2408S,Incheon,Hong Kong,2024.05.05 (Sun),2024.05.09 (Thu),4 days,Direct,$101.00,$202.00
https://www.tradlinx.com/images/carrier/shipping_com_SIT.gif,SITC,KMTC PENANG 2405S,Incheon,Hong Kong,2024.05.05 (Sun),2024.05.08 (Wed),3 days,Direct,$10.00,$20.00
https://www.tradlinx.com/images/carrier/shipping_com_NSS.gif,NamSung,STAR FRONTIER NSFR2408S,Incheon,Hong Kong,2024.05.05 (Sun),2024.05.09 (Thu),4 days,Direct,$120.00,$240.00
https://www.tradlinx.com/images/carrier/shipping_com_KMD.gif,KMTC,KMTC KEELUNG 2407S,Incheon,Hong Kong,2024.05.07 (Tue),2024.05.24 (Fri),17 days,Direct,"$1,001.00",$202.00
https://www.tradlinx.com/images/carrier/shipping_com_SIT.gif,SITC,SITC SHUNDE 2410S,Incheon,Hong Kong,2024.05.08 (Wed),2024.05.15 (Wed),7 days,Direct,$10.00,$20.00
https://www.tradlinx.com/images/carrier/shipping_com_TSL.gif,TS Line,KMTC PENANG 2405S,Incheon,Hong Kong,2024.05.08 (Wed),2024.05.12 (Sun),4 days,Direct,$65.00,$130.00
https://www.tradlinx.com/images/carrier/shipping_com_TSL.gif,TS Line,TS XIAMEN 24006S,Incheon,Hong Kong,2024.05.08 (Wed),2024.05.21 (Tue),13 days,Direct,$65.00,$130.00
https://www.tradlinx.com/images/carrier/shipping_com_KMD.gif,KMTC,PANCON HARMONY 2409S,Incheon,Hong Kong,2024.05.09 (Thu),2024.05.13 (Mon),4 days,Direct,"$1,001.00",$202.00
https://www.tradlinx.com/images/carrier/shipping_com_KMD.gif,KMTC,KMTC PENANG 2405S,Incheon,Hong Kong,2024.05.09 (Thu),2024.05.17 (Fri),8 days,Direct,"$1,001.00",$202.00
https://www.tradlinx.com/images/carrier/shipping_com_PCS.gif,DongYoung,PANCON HARMONY JPHR2409S,Incheon,Hong Kong,2024.05.09 (Thu),2024.05.13 (Mon),4 days,Direct,$101.00,$202.00
https://www.tradlinx.com/images/carrier/shipping_com_PCL.gif,Pancon,PANCON HARMONY 2409S,Incheon,Hong Kong,2024.05.09 (Thu),2024.05.13 (Mon),4 days,Direct,$101.00,$202.00
https://www.tradlinx.com/images/carrier/shipping_com_CKL.gif,CK Line,PANCON HARMONY 2409S,Incheon,Hong Kong,2024.05.10 (Fri),2024.05.13 (Mon),3 days,Direct,$260.00,$520.00
https://www.tradlinx.com/images/carrier/shipping_com_NSS.gif,NamSung,PANCON HARMONY JPHR2409S,Incheon,Hong Kong,2024.05.10 (Fri),2024.05.13 (Mon),3 days,Direct,$120.00,$240.00
https://www.tradlinx.com/images/carrier/shipping_com_PAN.gif,Pan Ocean,PANCON HARMONY 2409S,Incheon,Hong Kong,2024.05.10 (Fri),2024.05.13 (Mon),3 days,Direct,$300.00,$400.00
