logo_img,company_name,vessel_name,origin,destination,dep_time,arr_time,duration,trans,of20,of40
https://www.tradlinx.com/images/carrier/shipping_com_KMD.gif,KMTC,TY INCHEON 2411E,Busan,Tokyo,2024.04.25 (Thu),2024.04.27 (Sat),2 days,Direct,$335.00,$670.00
https://www.tradlinx.com/images/carrier/shipping_com_CKL.gif,CK Line,TY INCHEON 2411E,Busan,Tokyo,2024.04.25 (Thu),2024.04.27 (Sat),2 days,Direct,$336.00,$671.00
https://www.tradlinx.com/images/carrier/shipping_com_PCL.gif,Pancon,TY INCHEON 2411E,Busan,Tokyo,2024.04.25 (Thu),2024.04.27 (Sat),2 days,Direct,$285.00,$570.00
https://www.tradlinx.com/images/carrier/shipping_com_HAS.gif,HEUNG-A,TOYAMA TRADER 2412E,Busan,Tokyo,2024.04.27 (Sat),2024.04.29 (Mon),2 days,Direct,$500.00,"$1,000.00"
https://www.tradlinx.com/images/carrier/shipping_com_SKR.gif,Sinokor,TOYAMA TRADER 2412E,Busan,Tokyo,2024.04.27 (Sat),2024.04.29 (Mon),2 days,Direct,$255.00,$510.00
https://www.tradlinx.com/images/carrier/shipping_com_SIT.gif,SITC,SITC DALIAN 2412S,Busan,Tokyo,2024.04.27 (Sat),2024.05.14 (Tue),17 days,Direct,$225.00,$450.00
https://www.tradlinx.com/images/carrier/shipping_com_CKL.gif,CK Line,VICTORY STAR 2415E,Busan,Tokyo,2024.04.27 (Sat),2024.04.30 (Tue),3 days,Direct,$336.00,$671.00
https://www.tradlinx.com/images/carrier/shipping_com_NSS.gif,NamSung,TOYAMA TRADER JTYT2412E,Busan,Tokyo,2024.04.27 (Sat),2024.04.29 (Mon),2 days,Direct,$305.00,$610.00
https://www.tradlinx.com/images/carrier/shipping_com_ONE.gif,ONE,CALIDRIS 0128N,Busan,Tokyo,2024.04.27 (Sat),2024.05.01 (Wed),4 days,Direct,$183.00,$366.00
https://www.tradlinx.com/images/carrier/shipping_com_PAN.gif,Pan Ocean,TOYAMA TRADER 2412E,Busan,Tokyo,2024.04.27 (Sat),2024.04.29 (Mon),2 days,Direct,$285.00,$570.00
https://www.tradlinx.com/images/carrier/shipping_com_PCL.gif,Pancon,TOYAMA TRADER 2412E,Busan,Tokyo,2024.04.27 (Sat),2024.04.29 (Mon),2 days,Direct,$285.00,$570.00
https://www.tradlinx.com/images/carrier/shipping_com_HAS.gif,HEUNG-A,HEUNG-A YOUNG 0352S,Busan,Tokyo,2024.04.28 (Sun),2024.04.30 (Tue),2 days,Direct,$500.00,"$1,000.00"
https://www.tradlinx.com/images/carrier/shipping_com_HAS.gif,HEUNG-A,PEGASUS YOTTA 2407E,Busan,Tokyo,2024.04.28 (Sun),2024.04.30 (Tue),2 days,Direct,$500.00,"$1,000.00"
https://www.tradlinx.com/images/carrier/shipping_com_DJS.gif,DongJin,HEUNG-A YOUNG 0352S,Busan,Tokyo,2024.04.28 (Sun),2024.04.29 (Mon),1 days,Direct,$335.00,$670.00
https://www.tradlinx.com/images/carrier/shipping_com_DJS.gif,DongJin,PEGASUS YOTTA 2407E,Busan,Tokyo,2024.04.28 (Sun),2024.04.30 (Tue),2 days,Direct,$335.00,$670.00
https://www.tradlinx.com/images/carrier/shipping_com_PCS.gif,DongYoung,HEUNG-A YOUNG JHAY0352S,Busan,Tokyo,2024.04.28 (Sun),2024.04.30 (Tue),2 days,Direct,$255.00,$510.00
https://www.tradlinx.com/images/carrier/shipping_com_PCS.gif,DongYoung,PEGASUS YOTTA DPYT2407E,Busan,Tokyo,2024.04.28 (Sun),2024.04.30 (Tue),2 days,Direct,$255.00,$510.00
https://www.tradlinx.com/images/carrier/shipping_com_KMD.gif,KMTC,VICTORY STAR 2415E,Busan,Tokyo,2024.04.28 (Sun),2024.04.30 (Tue),2 days,Direct,$335.00,$670.00
https://www.tradlinx.com/images/carrier/shipping_com_SKR.gif,Sinokor,HEUNG-A YOUNG 0352S,Busan,Tokyo,2024.04.28 (Sun),2024.04.30 (Tue),2 days,Direct,$255.00,$510.00
https://www.tradlinx.com/images/carrier/shipping_com_SKR.gif,Sinokor,POS YOKOHAMA 1480E,Busan,Tokyo,2024.04.28 (Sun),2024.04.30 (Tue),2 days,Direct,$255.00,$510.00
